,Momt5,rwR5,ABV_Diff
38820,-0.0003590019745108598,-0.5,12.0
38880,0.0001795654516071108,0.125,81.0
38940,0.0,0.0,164.0
39000,0.00017946877243359656,0.125,-7.0
39060,-0.00017946877243359656,0.2,-76.0
39120,-0.0010773927096426647,-0.8,-260.0
39180,-0.000718132854578097,-0.4,-156.0
39240,-0.0003589375448671931,-0.2,137.0
39300,0.0017943656917279742,0.6190476190476191,595.0
39360,0.0005385029617662897,0.23809523809523808,-100.0
39420,0.0028761459644076936,0.47368421052631576,-452.0
39480,0.0025152712899748474,0.6875,-548.0
39540,0.0017953321364452424,0.6923076923076923,133.0
39600,0.0016120365394948952,0.5,421.0
39660,0.0034086831718693937,0.85,986.0
39720,0.0010754615522495072,0.2777777777777778,94.0
39780,0.0008960573476702509,0.3333333333333333,147.0
39840,0.00035842293906810036,0.1875,66.0
39900,-0.001609442060085837,-0.7333333333333333,338.0
39960,-0.0005363847666726265,0.1111111111111111,609.0
40020,0.0008952551477170994,0.16666666666666666,1956.0
40080,0.00017905102954341988,0.3333333333333333,140.0
40140,0.0008957362952346829,0.3125,468.0
40200,0.002507612394769837,0.7142857142857143,-783.0
40260,0.0008944543828264759,0.38461538461538464,-104.0
40320,0.002146690518783542,0.65,2207.0
40380,0.004296455424274973,1.0,-792.0
40440,0.002863790943261142,0.6666666666666666,696.0
40500,0.0026800071466857246,0.6538461538461539,5944.0
40560,0.0030384271671134943,0.76,1343.0
40620,0.0003570153516601214,0.34782608695652173,1198.0
40680,-0.0017825311942959,-0.14285714285714285,-174.0
40740,-0.0012493307156880244,-0.52,-441.0
40800,-0.004098360655737705,-0.84,-390.0
40860,-0.003920171062009979,-0.7368421052631579,296.0
40920,-0.0023197715917201997,-0.7222222222222222,425.0
40980,0.0007142857142857143,0.21739130434782608,-914.0
41040,-0.00017869907076483203,0.08695652173913043,-149.0
41100,0.0021470746108427268,0.34782608695652173,354.0
41160,0.0016100178890876566,0.36363636363636365,27.0
41220,0.0019674476837774997,0.6,235.0
41280,-0.0016059957173447537,-0.3333333333333333,255.0
41340,0.00017873100983020553,0.0,763.0
48600,0.0007141581860382074,0.36363636363636365,-346.0
48660,-0.000893016610108948,-0.4,122.0
48720,-0.0016065690824705462,-0.4,497.0
48780,0.0,-0.06666666666666667,459.0
48840,-0.0007147962830593281,-0.26666666666666666,-79.0
48900,-0.0026761819803746653,-0.25,-322.0
48960,-0.0012513407222023596,-0.9,-264.0
49020,-0.0008939746111210441,-0.5454545454545454,-3.0
49080,-0.00035746201966041106,-0.125,-94.0
49140,0.000178826895565093,0.14285714285714285,98.0
49200,-0.00035778175313059033,-0.2857142857142857,47.0
49260,0.0007159477358152855,0.5714285714285714,-17.0
49320,0.0007158196134574087,0.3333333333333333,31.0
49380,-0.00017879492222420883,-0.14285714285714285,-974.0
49440,-0.00017879492222420883,0.0,-1119.0
49500,0.00035790980672870435,0.0,-558.0
49560,-0.0005365766410302271,-0.2857142857142857,-57.0
49620,-0.001072961373390558,-0.875,152.0
49680,-0.000715307582260372,-0.5714285714285714,24.0
49740,-0.000536480686695279,-0.5,-72.0
49800,-0.0008944543828264759,-0.8333333333333334,-1160.0
49860,-0.0007158196134574087,-0.5,240.0
49920,0.00035803795202291446,0.125,-360.0
49980,0.00035790980672870435,0.125,40.0
50040,-0.0007156915369475756,-0.625,-28.0
50100,0.0,0.25,117.0
50160,-0.00017908309455587392,-0.5,299.0
50220,-0.0008947745168217609,-0.5,219.0
50280,-0.0014311270125223613,-0.7272727272727273,-1183.0
50340,-0.0008952551477170994,-0.5,-2922.0
50400,-0.0005371530886302597,-0.4,-462.0
50460,0.0005373455131649651,0.16666666666666666,289.0
50520,0.0016120365394948952,0.6153846153846154,-2058.0
50580,0.0014331780723754925,0.6153846153846154,-164.0
50640,0.002150537634408602,0.6666666666666666,-53.0
50700,0.0010748835542816195,0.3,-449.0
50760,0.0010741138560687433,-0.14285714285714285,-606.0
50820,-0.000894134477825465,0.0,-20.0
50880,-0.0005366726296958855,-0.5714285714285714,153.0
50940,-0.001072961373390558,-0.25,563.0
51000,-0.00035790980672870435,-0.125,-127.0
51060,-0.001072961373390558,-0.75,-50.0
51120,0.0012529085376767495,0.46153846153846156,-175.0
51180,0.001431895471630571,0.7692307692307693,-12.0
51240,0.0007160759040458289,0.23076923076923078,76.0
51300,0.0007160759040458289,0.25,-479.0
51360,0.0012531328320802004,0.4444444444444444,597.0
51420,-0.000893814801573114,-0.5714285714285714,-342.0
51480,-0.0008936550491510277,-0.14285714285714285,-85.0
51540,0.0,-0.42857142857142855,-496.0
51600,0.0005366726296958855,-0.16666666666666666,469.0
51660,0.0005363847666726265,0.4,767.0
51720,0.0025049203793165147,0.875,934.0
51780,0.002325581395348837,0.8125,202.0
51840,0.002146690518783542,0.7142857142857143,431.0
51900,0.0028607187555873413,0.8823529411764706,23.0
51960,0.001072194424588992,0.38461538461538464,84.0
52020,0.0003569516330537212,0.0,209.0
52080,-0.0007139032661074424,-0.07692307692307693,3.0
52140,0.0,-0.23076923076923078,-120.0
52200,-0.0007131395970761277,0.4444444444444444,450.0
52260,0.0,-0.1111111111111111,558.0
52320,-0.0016057091882247993,-0.4444444444444444,77.0
52380,0.0001786033220217896,0.2222222222222222,-95.0
52440,-0.0007140307033202428,-0.4444444444444444,299.0
52500,-0.0014272970561998216,-0.5555555555555556,88.0
52560,-0.0007140307033202428,-0.6666666666666666,340.0
52620,-0.00035739814152966406,-0.6666666666666666,-143.0
52680,-0.0008928571428571428,-0.625,372.0
52740,-0.0003572704537334762,-0.25,773.0
52800,0.00017866714311238162,-0.25,2969.0
52860,0.0005359056806002144,0.23076923076923078,-6.0
52920,0.0021451555237754737,0.8666666666666667,377.0
52980,0.0012511170688114387,0.46153846153846156,2146.0
53040,0.0012508934953538242,0.46153846153846156,-173.0
53100,0.0007145409074669524,0.1111111111111111,-97.0
53160,0.00017853954650955185,-0.2222222222222222,95.0
53220,-0.0007135212272565109,0.0,211.0
53280,0.0,0.0,50.0
53340,-0.0019632339817954665,-0.631578947368421,1125.0
53400,-0.0016065690824705462,-0.47368421052631576,354.0
53460,-0.0008925383791503035,-0.4375,-120.0
53520,-0.0021420921099607284,-0.8,-1008.0
53580,-0.0024991074616208496,-1.0,-2294.0
53640,-0.000357653791130186,-0.2727272727272727,-463.0
53700,0.0,-0.36363636363636365,226.0
53760,-0.001429337144899053,-0.75,14.0
53820,0.0008944543828264759,0.5,150.0
53880,0.00017895490336435218,0.125,-961.0
53940,-0.00035778175313059033,-0.5,-270.0
