,Momt5,rwR5,ABV_Diff
52680,0.0,0.0,-2514.0
52740,0.0,0.5,19518.0
52800,0.0007199424046076314,0.0,38251.0
52860,0.0014398848092152627,0.5,14973.0
52920,0.0021598272138228943,0.4,16901.0
52980,0.0028797696184305254,0.6666666666666666,-13225.0
53040,0.0014398848092152627,0.2,-6319.0
53100,0.0,-0.25,13361.0
53160,-0.0007189072609633358,-0.4,-1724.0
53220,-0.0014367816091954023,-0.8,-17474.0
53280,-0.002871500358937545,-0.6,-19561.0
53340,-0.002156721782890007,-0.5,-14255.0
53400,-0.0014388489208633094,-0.4,-9996.0
53460,-0.002158273381294964,-0.5,26363.0
53520,-0.0014388489208633094,-0.25,-712.0
53580,-0.0007199424046076314,0.3333333333333333,17917.0
53640,-0.0007204610951008645,-0.5,-3029.0
53700,0.0,0.5,-44560.0
53760,0.0,0.0,-23626.0
53820,-0.0007204610951008645,-0.3333333333333333,-25678.0
53880,-0.001440922190201729,-0.3333333333333333,43282.0
53940,0.0014419610670511895,0.25,-1902.0
