,Momt5,rwR5,ABV_Diff
51000,0.0017972681524083393,0.8571428571428571,4041.0
51060,0.001437297879985627,0.5,17768.0
51120,0.0025152712899748474,0.5833333333333334,8183.0
51180,0.0035919540229885057,0.9090909090909091,-5626.0
51240,0.001076426264800861,0.3333333333333333,-1496.0
51300,0.0007176175098672408,0.2222222222222222,17342.0
51360,0.0014352350197344816,0.5,20576.0
51420,0.0007168458781362007,0.125,3136.0
51480,-0.00035790980672870435,0.2857142857142857,326.0
51540,0.0017921146953405018,0.5555555555555556,11548.0
51600,0.002509860164933668,0.6666666666666666,21554.0
51660,0.0010748835542816195,0.375,-6527.0
51720,0.0017908309455587394,0.7142857142857143,34063.0
51780,0.0010741138560687433,0.5,-20074.0
51840,0.0007155635062611807,0.3333333333333333,3606.0
51900,0.000357653791130186,0.42857142857142855,-14062.0
51960,0.0017895490336435219,0.6666666666666666,-912.0
52020,-0.0007150518412584912,-0.16666666666666666,-904.0
52080,-0.002503576537911302,-0.6363636363636364,-16408.0
52140,-0.0021451555237754737,-0.7272727272727273,2576.0
52200,-0.0025026814444047193,-0.7272727272727273,-10436.0
52260,-0.003215434083601286,-0.7777777777777778,-5448.0
52320,-0.0017889087656529517,-0.7142857142857143,-27618.0
52380,0.0007171029042667623,0.0,-2847.0
52440,0.00035829451809387314,0.16666666666666666,-4451.0
52500,0.00035842293906810036,-0.16666666666666666,-940.0
52560,0.00035842293906810036,0.0,-6569.0
52620,-0.00035842293906810036,0.125,-11926.0
52680,-0.00035829451809387314,-0.5,1713.0
52740,-0.0007163323782234957,-0.2857142857142857,-7421.0
52800,-0.00035829451809387314,-0.3333333333333333,-6642.0
52860,0.0,0.0,-6826.0
52920,-0.0007171029042667623,0.0,-683.0
52980,-0.0007168458781362007,-0.4,-13081.0
53040,-0.001075268817204301,-0.8,-24386.0
53100,-0.0017921146953405018,-0.625,-13999.0
53160,-0.0017914725904693658,-0.3333333333333333,5858.0
53220,0.0,-0.3333333333333333,-6784.0
53280,0.0,0.0,-27908.0
53340,0.0,0.0,94.0
53400,0.0010771992818671453,0.4,8022.0
53460,0.0017946877243359654,0.625,-2250.0
53520,0.0003588087549336204,0.0,-5496.0
53580,-0.0010760401721664275,-0.3333333333333333,-21950.0
53640,-0.0014352350197344816,-0.45454545454545453,-4225.0
53700,-0.0014347202295552368,-0.5454545454545454,-2655.0
53760,-0.00573271228950197,-0.875,-20374.0
53820,-0.004662840746054519,-0.875,5868.0
53880,-0.005026929982046679,-0.8125,15857.0
53940,-0.004671218109953288,-0.8235294117647058,-11819.0
